arm,seed,role,family,domain,domain_i,domain_j,metric,component,unit,mean,median,n,n_missing,n_batches,measurement_status,risk_reference,consistency_target,summary_scope,artifact
RO,123,core,response,3,,,delta_v_mean_vector,1,signed probability; frozen class-order index,1.5571614727377892e-05,2.8852373361587524e-06,1000,0,1000,recorded,relative,candidate,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/RO/seed_123/training_responses.csv
RO,123,core,response,3,,,delta_v_mean_vector,2,signed probability; frozen class-order index,1.5634644776582718e-05,2.1457672119140625e-06,1000,0,1000,recorded,relative,candidate,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/RO/seed_123/training_responses.csv
RO,123,core,objective,,,,loss,,CE + beta Brier + weighted consistency,0.1129536290684482,0.09083615988492966,1000,0,1000,recorded,relative,candidate,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/RO/seed_123/training_batches.csv
RO,123,core,objective,,,,risk_objective,,CE + beta Brier,0.1129535485059023,0.09083613753318787,1000,0,1000,recorded,relative,candidate,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/RO/seed_123/training_batches.csv
RO,123,core,objective,,,,diagnostic_excess,,CE + beta Brier,0.1129535485059023,0.09083613753318787,1000,0,1000,recorded,relative,candidate,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/RO/seed_123/training_batches.csv
RO,123,core,objective,,,,max_source_excess,,CE + beta Brier,0.22335080932360143,0.19481827318668365,1000,0,1000,recorded,relative,candidate,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/RO/seed_123/training_batches.csv
RO,123,core,objective,,,,source_envelope,,CE + beta Brier,0.387606625624001,0.3654892146587372,1000,0,1000,recorded,relative,candidate,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/RO/seed_123/training_batches.csv
RO,123,core,objective,,,,correction_consistency,,unweighted squared probability L2 norm,8.10861742131297e-07,5.821435991038015e-07,1000,0,1000,recorded,relative,candidate,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/RO/seed_123/training_batches.csv
RO,123,core,objective,,,,candidate_output_consistency,,unweighted squared probability L2 norm,8.108604140362185e-07,5.822588491355418e-07,1000,0,1000,recorded,relative,candidate,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/RO/seed_123/training_batches.csv
RO,123,core,objective,,,,reference_output_consistency,,squared probability L2 norm,8.56310768791221e-14,7.246171707369492e-14,1000,0,1000,recorded,relative,candidate,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/RO/seed_123/training_batches.csv
RO,123,core,objective,,,,pair_penalty,,selected unweighted squared probability L2 norm,8.108604140362185e-07,5.822588491355418e-07,1000,0,1000,recorded,relative,candidate,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/RO/seed_123/training_batches.csv
RO,456,core,domain_risk,0,,,candidate_risk,,CE + beta Brier,0.9804202117919922,1.000499427318573,1000,0,1000,recorded,relative,candidate,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/RO/seed_456/training_domains.csv
RO,456,core,domain_risk,0,,,reference_risk,,CE + beta Brier,0.8881843837797642,0.8874300718307495,1000,0,1000,recorded,relative,candidate,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/RO/seed_456/training_domains.csv
RO,456,core,domain_risk,0,,,excess,,CE + beta Brier,0.0922358250785619,0.07347271591424942,1000,0,1000,recorded,relative,candidate,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/RO/seed_456/training_domains.csv
RO,456,core,domain_risk,0,,,weight,,dimensionless,0.3449742547534406,0.3137909322977066,1000,0,1000,recorded,relative,candidate,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/RO/seed_456/training_domains.csv
RO,456,core,domain_risk,2,,,candidate_risk,,CE + beta Brier,0.9896141039729118,1.0087839365005493,1000,0,1000,recorded,relative,candidate,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/RO/seed_456/training_domains.csv
RO,456,core,domain_risk,2,,,reference_risk,,CE + beta Brier,0.8810557746291161,0.8711451292037964,1000,0,1000,recorded,relative,candidate,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/RO/seed_456/training_domains.csv
RO,456,core,domain_risk,2,,,excess,,CE + beta Brier,0.10855833073239773,0.10790302231907845,1000,0,1000,recorded,relative,candidate,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/RO/seed_456/training_domains.csv
RO,456,core,domain_risk,2,,,weight,,dimensionless,0.36773978843772787,0.3570423871278763,1000,0,1000,recorded,relative,candidate,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/RO/seed_456/training_domains.csv
RO,456,core,domain_risk,3,,,candidate_risk,,CE + beta Brier,0.9742600972056389,0.9946704506874084,1000,0,1000,recorded,relative,candidate,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/RO/seed_456/training_domains.csv
RO,456,core,domain_risk,3,,,reference_risk,,CE + beta Brier,0.9340598204731941,0.908710777759552,1000,0,1000,recorded,relative,candidate,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/RO/seed_456/training_domains.csv
RO,456,core,domain_risk,3,,,excess,,CE + beta Brier,0.040200278455857184,0.024836016818881035,1000,0,1000,recorded,relative,candidate,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/RO/seed_456/training_domains.csv
RO,456,core,domain_risk,3,,,weight,,dimensionless,0.2872859574193135,0.2711561620235443,1000,0,1000,recorded,relative,candidate,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/RO/seed_456/training_domains.csv
RO,456,core,reference_prior,,0,2,reference_risk_difference_over_rho,,dimensionless (c_i-c_j)/rho,0.02851443660259247,0.004777431488037109,1000,0,1000,recorded,relative,candidate,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/RO/seed_456/training_reference_prior.csv
RO,456,core,reference_prior,,0,3,reference_risk_difference_over_rho,,dimensionless (c_i-c_j)/rho,-0.18350174677371978,-0.1104898452758789,1000,0,1000,recorded,relative,candidate,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/RO/seed_456/training_reference_prior.csv
RO,456,core,reference_prior,,2,3,reference_risk_difference_over_rho,,dimensionless (c_i-c_j)/rho,-0.21201618337631226,-0.23196065425872803,1000,0,1000,recorded,relative,candidate,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/RO/seed_456/training_reference_prior.csv
RO,456,core,response,0,,,A,,squared probability L2 norm,0.04089960600389168,0.030862594954669476,1000,0,1000,recorded,relative,candidate,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/RO/seed_456/training_responses.csv
RO,456,core,response,0,,,b,,probability inner product,0.005738856859505177,0.008588890545070171,1000,0,1000,recorded,relative,candidate,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/RO/seed_456/training_responses.csv
RO,456,core,response,0,,,sqrt_A,,probability L2 norm,0.18757428325497247,0.1756775187354076,1000,0,1000,recorded,relative,candidate,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/RO/seed_456/training_responses.csv
RO,456,core,response,0,,,b_over_sqrt_A,,signed probability direction; undefined when A=0,0.06748574777786027,0.05182059900383384,1000,0,1000,recorded,relative,candidate,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/RO/seed_456/training_responses.csv
RO,456,core,response,0,,,delta_p0_squared_norm,,squared probability L2 norm,7.425386744379011e-14,4.832682783681777e-14,1000,0,1000,recorded,relative,candidate,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/RO/seed_456/training_responses.csv
RO,456,core,response,0,,,delta_q_squared_norm,,squared probability L2 norm,7.283284792478639e-07,3.9461636447413184e-07,1000,0,1000,recorded,relative,candidate,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/RO/seed_456/training_responses.csv
RO,456,core,response,0,,,delta_v_squared_norm,,squared probability L2 norm,7.2835729492704e-07,3.9462403833567805e-07,1000,0,1000,recorded,relative,candidate,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/RO/seed_456/training_responses.csv
RO,456,core,response,0,,,delta_p0_mean_vector,0,signed probability; frozen class-order index,-1.9349549802427648e-09,0.0,1000,0,1000,recorded,relative,candidate,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/RO/seed_456/training_responses.csv
RO,456,core,response,0,,,delta_p0_mean_vector,1,signed probability; frozen class-order index,3.607943654060364e-09,7.450580596923828e-09,1000,0,1000,recorded,relative,candidate,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/RO/seed_456/training_responses.csv
RO,456,core,response,0,,,delta_p0_mean_vector,2,signed probability; frozen class-order index,2.1830201148986815e-09,0.0,1000,0,1000,recorded,relative,candidate,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/RO/seed_456/training_responses.csv
RO,456,core,response,0,,,delta_q_mean_vector,0,signed probability; frozen class-order index,4.717729869298637e-06,-4.583969712257385e-06,1000,0,1000,recorded,relative,candidate,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/RO/seed_456/training_responses.csv
RO,456,core,response,0,,,delta_q_mean_vector,1,signed probability; frozen class-order index,8.279141038656235e-06,7.107853889465332e-06,1000,0,1000,recorded,relative,candidate,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/RO/seed_456/training_responses.csv
RO,456,core,response,0,,,delta_q_mean_vector,2,signed probability; frozen class-order index,-1.2997165322303772e-05,-4.449859261512756e-06,1000,0,1000,recorded,relative,candidate,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/RO/seed_456/training_responses.csv
RO,456,core,response,0,,,delta_v_mean_vector,0,signed probability; frozen class-order index,4.7196687082760035e-06,-4.53554093837738e-06,1000,0,1000,recorded,relative,candidate,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/RO/seed_456/training_responses.csv
RO,456,core,response,0,,,delta_v_mean_vector,1,signed probability; frozen class-order index,8.275525644421578e-06,7.098540663719177e-06,1000,0,1000,recorded,relative,candidate,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/RO/seed_456/training_responses.csv
RO,456,core,response,0,,,delta_v_mean_vector,2,signed probability; frozen class-order index,-1.299935020506382e-05,-4.520639777183533e-06,1000,0,1000,recorded,relative,candidate,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/RO/seed_456/training_responses.csv
RO,456,core,response,2,,,A,,squared probability L2 norm,0.04199185536010191,0.033410973846912384,1000,0,1000,recorded,relative,candidate,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/RO/seed_456/training_responses.csv
RO,456,core,response,2,,,b,,probability inner product,0.0005665353210642934,-0.001424572430551052,1000,0,1000,recorded,relative,candidate,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/RO/seed_456/training_responses.csv
RO,456,core,response,2,,,sqrt_A,,probability L2 norm,0.19148977245092555,0.18278668521445418,1000,0,1000,recorded,relative,candidate,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/RO/seed_456/training_responses.csv
RO,456,core,response,2,,,b_over_sqrt_A,,signed probability direction; undefined when A=0,0.029429448370984067,-0.00900071331934752,1000,0,1000,recorded,relative,candidate,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/RO/seed_456/training_responses.csv
RO,456,core,response,2,,,delta_p0_squared_norm,,squared probability L2 norm,8.432080766379428e-14,5.2513665955316625e-14,1000,0,1000,recorded,relative,candidate,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/RO/seed_456/training_responses.csv
RO,456,core,response,2,,,delta_q_squared_norm,,squared probability L2 norm,8.321581844126236e-07,4.617952669150327e-07,1000,0,1000,recorded,relative,candidate,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/RO/seed_456/training_responses.csv
RO,456,core,response,2,,,delta_v_squared_norm,,squared probability L2 norm,8.321471074697051e-07,4.6172493739504716e-07,1000,0,1000,recorded,relative,candidate,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/RO/seed_456/training_responses.csv
RO,456,core,response,2,,,delta_p0_mean_vector,0,signed probability; frozen class-order index,-5.660913302563131e-09,-6.948539521545172e-10,1000,0,1000,recorded,relative,candidate,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/RO/seed_456/training_responses.csv
RO,456,core,response,2,,,delta_p0_mean_vector,1,signed probability; frozen class-order index,1.1008232831954955e-09,0.0,1000,0,1000,recorded,relative,candidate,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/RO/seed_456/training_responses.csv
RO,456,core,response,2,,,delta_p0_mean_vector,2,signed probability; frozen class-order index,2.864748239517212e-09,1.862645149230957e-09,1000,0,1000,recorded,relative,candidate,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/RO/seed_456/training_responses.csv
RO,456,core,response,2,,,delta_q_mean_vector,0,signed probability; frozen class-order index,4.010906792245806e-06,4.880130290985107e-06,1000,0,1000,recorded,relative,candidate,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/RO/seed_456/training_responses.csv
RO,456,core,response,2,,,delta_q_mean_vector,1,signed probability; frozen class-order index,-1.688181981444359e-05,-1.6860663890838623e-05,1000,0,1000,recorded,relative,candidate,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/RO/seed_456/training_responses.csv
RO,456,core,response,2,,,delta_q_mean_vector,2,signed probability; frozen class-order index,1.2871211394667626e-05,5.725771188735962e-06,1000,0,1000,recorded,relative,candidate,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/RO/seed_456/training_responses.csv
RO,456,core,response,2,,,delta_v_mean_vector,0,signed probability; frozen class-order index,4.016545892227441e-06,4.7925859689712524e-06,1000,0,1000,recorded,relative,candidate,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/RO/seed_456/training_responses.csv
RO,456,core,response,2,,,delta_v_mean_vector,1,signed probability; frozen class-order index,-1.6882922500371934e-05,-1.6825273633003235e-05,1000,0,1000,recorded,relative,candidate,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/RO/seed_456/training_responses.csv
RO,456,core,response,2,,,delta_v_mean_vector,2,signed probability; frozen class-order index,1.286834105849266e-05,5.763024091720581e-06,1000,0,1000,recorded,relative,candidate,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/RO/seed_456/training_responses.csv
RO,456,core,response,3,,,A,,squared probability L2 norm,0.04098797655862291,0.032899461686611176,1000,0,1000,recorded,relative,candidate,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/RO/seed_456/training_responses.csv
RO,456,core,response,3,,,b,,probability inner product,0.022697277490980924,0.022454743273556232,1000,0,1000,recorded,relative,candidate,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/RO/seed_456/training_responses.csv
RO,456,core,response,3,,,sqrt_A,,probability L2 norm,0.1900774764411099,0.18138207272075765,1000,0,1000,recorded,relative,candidate,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/RO/seed_456/training_responses.csv
RO,456,core,response,3,,,b_over_sqrt_A,,signed probability direction; undefined when A=0,0.14210988162268287,0.14015692673198848,1000,0,1000,recorded,relative,candidate,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/RO/seed_456/training_responses.csv
RO,456,core,response,3,,,delta_p0_squared_norm,,squared probability L2 norm,9.438529620961304e-14,5.888345366855674e-14,1000,0,1000,recorded,relative,candidate,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/RO/seed_456/training_responses.csv
RO,456,core,response,3,,,delta_q_squared_norm,,squared probability L2 norm,8.141190109276497e-07,4.771427200012113e-07,1000,0,1000,recorded,relative,candidate,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/RO/seed_456/training_responses.csv
RO,456,core,response,3,,,delta_v_squared_norm,,squared probability L2 norm,8.141017914975457e-07,4.770288484223784e-07,1000,0,1000,recorded,relative,candidate,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/RO/seed_456/training_responses.csv
RO,456,core,response,3,,,delta_p0_mean_vector,0,signed probability; frozen class-order index,-7.474242011085152e-09,-2.0372681319713593e-09,1000,0,1000,recorded,relative,candidate,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/RO/seed_456/training_responses.csv
RO,456,core,response,3,,,delta_p0_mean_vector,1,signed probability; frozen class-order index,2.985820174217224e-09,0.0,1000,0,1000,recorded,relative,candidate,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/RO/seed_456/training_responses.csv
RO,456,core,response,3,,,delta_p0_mean_vector,2,signed probability; frozen class-order index,7.349997758865357e-09,7.450580596923828e-09,1000,0,1000,recorded,relative,candidate,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/RO/seed_456/training_responses.csv
RO,456,core,response,3,,,delta_q_mean_vector,0,signed probability; frozen class-order index,-3.25238456716761e-05,-1.080147922039032e-05,1000,0,1000,recorded,relative,candidate,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/RO/seed_456/training_responses.csv
RO,456,core,response,3,,,delta_q_mean_vector,1,signed probability; frozen class-order index,1.4106285758316517e-05,1.1879950761795044e-05,1000,0,1000,recorded,relative,candidate,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/RO/seed_456/training_responses.csv
RO,456,core,response,3,,,delta_q_mean_vector,2,signed probability; frozen class-order index,1.841808296740055e-05,1.5877187252044678e-05,1000,0,1000,recorded,relative,candidate,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/RO/seed_456/training_responses.csv
RO,456,core,response,3,,,delta_v_mean_vector,0,signed probability; frozen class-order index,-3.251650265883654e-05,-1.0773539543151855e-05,1000,0,1000,recorded,relative,candidate,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/RO/seed_456/training_responses.csv
RO,456,core,response,3,,,delta_v_mean_vector,1,signed probability; frozen class-order index,1.41032999381423e-05,1.1896714568138123e-05,1000,0,1000,recorded,relative,candidate,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/RO/seed_456/training_responses.csv
RO,456,core,response,3,,,delta_v_mean_vector,2,signed probability; frozen class-order index,1.8410734832286835e-05,1.58604234457016e-05,1000,0,1000,recorded,relative,candidate,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/RO/seed_456/training_responses.csv
RO,456,core,objective,,,,loss,,CE + beta Brier + weighted consistency,0.12109615494700847,0.09958002716302872,1000,0,1000,recorded,relative,candidate,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/RO/seed_456/training_batches.csv
RO,456,core,objective,,,,risk_objective,,CE + beta Brier,0.12109607635438442,0.09957997500896454,1000,0,1000,recorded,relative,candidate,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/RO/seed_456/training_batches.csv
RO,456,core,objective,,,,diagnostic_excess,,CE + beta Brier,0.12109607635438442,0.09957997500896454,1000,0,1000,recorded,relative,candidate,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/RO/seed_456/training_batches.csv
RO,456,core,objective,,,,max_source_excess,,CE + beta Brier,0.23050629839953035,0.20516721159219742,1000,0,1000,recorded,relative,candidate,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/RO/seed_456/training_batches.csv
RO,456,core,objective,,,,source_envelope,,CE + beta Brier,0.3957491534948349,0.37423305213451385,1000,0,1000,recorded,relative,candidate,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/RO/seed_456/training_batches.csv
RO,456,core,objective,,,,correction_consistency,,unweighted squared probability L2 norm,7.915354195902058e-07,5.502009798874496e-07,1000,0,1000,recorded,relative,candidate,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/RO/seed_456/training_batches.csv
RO,456,core,objective,,,,candidate_output_consistency,,unweighted squared probability L2 norm,7.915352447784851e-07,5.501019586517941e-07,1000,0,1000,recorded,relative,candidate,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/RO/seed_456/training_batches.csv
RO,456,core,objective,,,,reference_output_consistency,,squared probability L2 norm,8.431999266520957e-14,7.08563185881049e-14,1000,0,1000,recorded,relative,candidate,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/RO/seed_456/training_batches.csv
RO,456,core,objective,,,,pair_penalty,,selected unweighted squared probability L2 norm,7.915352447784851e-07,5.501019586517941e-07,1000,0,1000,recorded,relative,candidate,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/RO/seed_456/training_batches.csv
RC,42,core,domain_risk,0,,,candidate_risk,,CE + beta Brier,0.9826789276897907,1.0006340742111206,1000,0,1000,recorded,relative,correction,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/RC/seed_42/training_domains.csv
RC,42,core,domain_risk,0,,,reference_risk,,CE + beta Brier,0.8953840225636959,0.8944948315620422,1000,0,1000,recorded,relative,correction,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/RC/seed_42/training_domains.csv
