arm,seed,role,stage,status,measurement_status,seconds,timer_field,time_boundary,trainable_parameters,direct_parameters,reference_parameters,stored_parameters,optimizer_steps,peak_allocated_gpu_bytes,label_pool,groups,acquisitions,windows,labelled_acquisitions,exit_status,benchmark_commit,reason,run_directory,artifact
only_stockwell,42,diagnostic,fit,completed,measured,48.27780297002755,training_seconds,training loop including forward/backward/update,231,5536,5305,5536,1000,65173504,source_fit,15,900,1800,900,0,19ae593bca674ed021662ba92383cb467e583279,,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/diagnostics/only_stockwell/seed_42,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/diagnostics/only_stockwell/seed_42/result_scope.json
only_stockwell,42,diagnostic,source_selection,completed,measured,28.092873631219845,source_selection_seconds,per-epoch source-validation evaluation and checkpoint score,231,5536,5305,5536,1000,65173504,source_selection,5,300,600,300,0,19ae593bca674ed021662ba92383cb467e583279,,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/diagnostics/only_stockwell/seed_42,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/diagnostics/only_stockwell/seed_42/result_scope.json
only_stockwell,42,diagnostic,export,completed,missing,,export_seconds,selected checkpoint/validation artifact writes,231,5536,5305,5536,1000,65173504,,,,,,0,19ae593bca674ed021662ba92383cb467e583279,,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/diagnostics/only_stockwell/seed_42,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/diagnostics/only_stockwell/seed_42/result_scope.json
only_stockwell,42,diagnostic,source_materialization,completed,measured,5.918441939982586,source_materialization_seconds,source waveform read and deterministic windows,231,5536,5305,5536,1000,65173504,,,,,,0,19ae593bca674ed021662ba92383cb467e583279,,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/diagnostics/only_stockwell/seed_42,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/diagnostics/only_stockwell/seed_42/result_scope.json
only_stockwell,42,diagnostic,process,completed,measured,101.8708725119941,wall_seconds,whole invocation monotonic timer; includes startup and I/O; overlaps internal timers,231,5536,5305,5536,1000,65173504,,,,,,0,19ae593bca674ed021662ba92383cb467e583279,,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/diagnostics/only_stockwell/seed_42,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/diagnostics/only_stockwell/seed_42/execution_status.json
ResNet1D,42,baseline,fit,completed,measured,34.42982412193669,training_seconds,training loop including forward/backward/update,3845443,3845443,5305,3850748,1000,621592576,source_fit,15,900,1800,900,0,19ae593bca674ed021662ba92383cb467e583279,,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/baselines/ResNet1D/seed_42,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/baselines/ResNet1D/seed_42/result_scope.json
ResNet1D,42,baseline,source_selection,completed,measured,45.213902276183944,selection_seconds,per-epoch source-validation evaluation and checkpoint score,3845443,3845443,5305,3850748,1000,621592576,source_selection,5,300,600,300,0,19ae593bca674ed021662ba92383cb467e583279,,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/baselines/ResNet1D/seed_42,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/baselines/ResNet1D/seed_42/result_scope.json
ResNet1D,42,baseline,export,completed,measured,0.0699896999867633,export_seconds,selected checkpoint/validation artifact writes,3845443,3845443,5305,3850748,1000,621592576,,,,,,0,19ae593bca674ed021662ba92383cb467e583279,,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/baselines/ResNet1D/seed_42,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/baselines/ResNet1D/seed_42/result_scope.json
ResNet1D,42,baseline,source_materialization,completed,missing,,source_materialization_seconds,source waveform read and deterministic windows,3845443,3845443,5305,3850748,1000,621592576,,,,,,0,19ae593bca674ed021662ba92383cb467e583279,,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/baselines/ResNet1D/seed_42,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/baselines/ResNet1D/seed_42/result_scope.json
ResNet1D,42,baseline,process,completed,measured,100.80689522495959,wall_seconds,whole invocation monotonic timer; includes startup and I/O; overlaps internal timers,3845443,3845443,5305,3850748,1000,621592576,,,,,,0,19ae593bca674ed021662ba92383cb467e583279,,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/baselines/ResNet1D/seed_42,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/baselines/ResNet1D/seed_42/execution_status.json
ResNet1D,123,baseline,fit,completed,measured,36.917100360034965,training_seconds,training loop including forward/backward/update,3845443,3845443,5305,3850748,1000,621592576,source_fit,15,900,1800,900,0,19ae593bca674ed021662ba92383cb467e583279,,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/baselines/ResNet1D/seed_123,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/baselines/ResNet1D/seed_123/result_scope.json
ResNet1D,123,baseline,source_selection,completed,measured,47.61569861712633,selection_seconds,per-epoch source-validation evaluation and checkpoint score,3845443,3845443,5305,3850748,1000,621592576,source_selection,5,300,600,300,0,19ae593bca674ed021662ba92383cb467e583279,,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/baselines/ResNet1D/seed_123,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/baselines/ResNet1D/seed_123/result_scope.json
ResNet1D,123,baseline,export,completed,measured,0.08137852902291343,export_seconds,selected checkpoint/validation artifact writes,3845443,3845443,5305,3850748,1000,621592576,,,,,,0,19ae593bca674ed021662ba92383cb467e583279,,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/baselines/ResNet1D/seed_123,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/baselines/ResNet1D/seed_123/result_scope.json
ResNet1D,123,baseline,source_materialization,completed,missing,,source_materialization_seconds,source waveform read and deterministic windows,3845443,3845443,5305,3850748,1000,621592576,,,,,,0,19ae593bca674ed021662ba92383cb467e583279,,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/baselines/ResNet1D/seed_123,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/baselines/ResNet1D/seed_123/result_scope.json
ResNet1D,123,baseline,process,completed,measured,105.10346353100613,wall_seconds,whole invocation monotonic timer; includes startup and I/O; overlaps internal timers,3845443,3845443,5305,3850748,1000,621592576,,,,,,0,19ae593bca674ed021662ba92383cb467e583279,,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/baselines/ResNet1D/seed_123,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/baselines/ResNet1D/seed_123/execution_status.json
ResNet1D,456,baseline,fit,completed,measured,34.22444861603435,training_seconds,training loop including forward/backward/update,3845443,3845443,5305,3850748,1000,621592576,source_fit,15,900,1800,900,0,19ae593bca674ed021662ba92383cb467e583279,,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/baselines/ResNet1D/seed_456,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/baselines/ResNet1D/seed_456/result_scope.json
ResNet1D,456,baseline,source_selection,completed,measured,40.68888463976327,selection_seconds,per-epoch source-validation evaluation and checkpoint score,3845443,3845443,5305,3850748,1000,621592576,source_selection,5,300,600,300,0,19ae593bca674ed021662ba92383cb467e583279,,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/baselines/ResNet1D/seed_456,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/baselines/ResNet1D/seed_456/result_scope.json
ResNet1D,456,baseline,export,completed,measured,0.14226026594405994,export_seconds,selected checkpoint/validation artifact writes,3845443,3845443,5305,3850748,1000,621592576,,,,,,0,19ae593bca674ed021662ba92383cb467e583279,,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/baselines/ResNet1D/seed_456,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/baselines/ResNet1D/seed_456/result_scope.json
ResNet1D,456,baseline,source_materialization,completed,missing,,source_materialization_seconds,source waveform read and deterministic windows,3845443,3845443,5305,3850748,1000,621592576,,,,,,0,19ae593bca674ed021662ba92383cb467e583279,,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/baselines/ResNet1D/seed_456,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/baselines/ResNet1D/seed_456/result_scope.json
ResNet1D,456,baseline,process,completed,measured,95.00048432900803,wall_seconds,whole invocation monotonic timer; includes startup and I/O; overlaps internal timers,3845443,3845443,5305,3850748,1000,621592576,,,,,,0,19ae593bca674ed021662ba92383cb467e583279,,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/baselines/ResNet1D/seed_456,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/baselines/ResNet1D/seed_456/execution_status.json
FIRNet,42,baseline,fit,blocked,not_run,,,,,,,,,,,,,,,,,No complete method or legal original FIRNet implementation available; official publisher access provides only abstract and section snippets. MCN and FIR-CCF are different methods and are not substituted.,,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/firnet_status.json
FIRNet,123,baseline,fit,blocked,not_run,,,,,,,,,,,,,,,,,No complete method or legal original FIRNet implementation available; official publisher access provides only abstract and section snippets. MCN and FIR-CCF are different methods and are not substituted.,,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/firnet_status.json
FIRNet,456,baseline,fit,blocked,not_run,,,,,,,,,,,,,,,,,No complete method or legal original FIRNet implementation available; official publisher access provides only abstract and section snippets. MCN and FIR-CCF are different methods and are not substituted.,,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/firnet_status.json
shared,,frozen_protocol,source_freeze_and_selection,completed,measured,107.19613257999299,source_selection_seconds,"all-candidate source inference, temperature/coefficient selection, bundle and prediction export",,,,,,,source_selection,5,300,600,300,,,,,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/frozen/F1.json
shared,,frozen_protocol,assessment_and_adoption,completed,measured,28.108324697008356,assessment_seconds,assessment predictions and decision plus deployment bundle and adopted-source prediction export,,,,,,,assessment,5,300,600,300,,,,,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/frozen/F2.json
shared,,frozen_protocol,test_export_invocation,completed,measured,165.10304714599624,inference_seconds,Wall time for this invocation; interrupted earlier invocations retain their logs.,,,,,,,test,7,559,1118,559,,,,,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/frozen/test/runtime.json
